NodeID,Energy,PacketDeliveryRatio,TransmissionCount,DroppedPackets,ForwardedPackets,DirectTrust,IndirectTrust,TotalTrust,AttackLabel
84,0.4583,0.5385,39,18,0,0.5385,0.8375,0.6581,Grayhole
85,0.79,0.0,34,34,0,0.0,0.801,0.3204,Blackhole
86,0.6713,0.9737,38,1,0,0.9737,0.8782,0.9355,Normal
87,0.6711,0.0,28,28,0,0.0,0.7719,0.3088,Blackhole
88,0.4011,0.9048,21,2,0,0.9048,0.7984,0.8622,Normal
89,0.6453,0.9412,34,2,0,0.9412,0.865,0.9107,Normal
90,0.2549,1.0,20,0,0,1.0,0.7815,0.9126,Normal
91,0.3325,0.9333,30,2,0,0.9333,0.8977,0.9191,Normal
92,0.6893,0.0,38,38,0,0.0,0.8714,0.3486,Blackhole
93,0.7914,0.0,24,24,0,0.0,0.7861,0.3144,Blackhole
94,0.0,0.6,25,10,0,0.6,0.8501,0.7001,Grayhole
95,0.4882,0.9355,31,2,0,0.9355,0.8311,0.8937,Normal
96,0.0,0.9259,108,8,0,0.9259,0.7613,0.8601,DoS
97,0.4424,1.0,40,0,0,1.0,0.762,0.9048,Normal
98,0.4243,0.95,40,2,0,0.95,0.9146,0.9358,Normal
99,0.6459,0.0,22,22,0,0.0,0.8041,0.3216,Blackhole
0,0.4425,1.0,35,0,0,1.0,0.6964,0.8786,Normal
1,0.4315,0.9091,22,2,0,0.9091,0.8535,0.8868,Normal
2,0.6216,0.9737,38,1,0,0.9737,0.9283,0.9555,Normal
3,0.2998,1.0,32,0,0,1.0,0.9592,0.9837,Normal
4,1.7034,0.9462,93,5,0,0.9462,0.7613,0.8723,DoS
5,0.4498,1.0,32,0,0,1.0,0.7092,0.8837,Normal
6,0.242,0.913,23,2,0,0.913,0.7108,0.8321,Normal
7,0.4721,0.9667,30,1,0,0.9667,0.6645,0.8458,Normal
8,0.6875,0.9412,34,2,0,0.9412,0.785,0.8787,Normal
9,0.4115,0.9375,32,2,0,0.9375,0.9248,0.9324,Normal
10,0.2684,0.9737,38,1,0,0.9737,0.7324,0.8772,Normal
11,0.0,0.4545,22,12,0,0.4545,0.8368,0.6074,Grayhole
12,0.4697,1.0,26,0,0,1.0,0.943,0.9772,Normal
13,0.5168,1.0,28,0,0,1.0,0.8371,0.9348,Normal
14,0.2892,0.9474,38,2,0,0.9474,0.7497,0.8683,Normal
15,0.6595,0.9459,37,2,0,0.9459,0.8129,0.8927,Normal
16,0.6201,1.0,30,0,0,1.0,0.8689,0.9475,Normal
17,0.3698,0.963,27,1,0,0.963,0.8098,0.9017,Normal
18,0.4908,0.9412,34,2,0,0.9412,0.6806,0.8369,Normal
19,0.5732,1.0,23,0,0,1.0,0.8487,0.9395,Normal
20,0.5969,0.9429,35,2,0,0.9429,0.7793,0.8774,Normal
21,0.3211,0.95,40,2,0,0.95,0.7281,0.8612,Normal
22,0.6539,0.9167,24,2,0,0.9167,0.8442,0.8877,Normal
23,0.6093,0.0,38,38,0,0.0,0.7734,0.3093,Blackhole
24,5.5733,0.9674,92,3,0,0.9674,0.8935,0.9378,DoS
25,0.0,0.5517,29,13,0,0.5517,0.7231,0.6203,Grayhole
26,0.2754,0.931,29,2,0,0.931,0.7627,0.8637,Normal
27,0.2327,0.9655,29,1,0,0.9655,0.8347,0.9132,Normal
28,0.3713,1.0,30,0,0,1.0,0.7923,0.9169,Normal
29,0.3169,1.0,30,0,0,1.0,0.7443,0.8977,Normal
30,0.5314,0.0,35,35,0,0.0,0.7381,0.2953,Blackhole
31,0.2375,1.0,38,0,0,1.0,0.7866,0.9146,Normal
32,0.4359,1.0,20,0,0,1.0,0.8834,0.9534,Normal
33,0.671,1.0,36,0,0,1.0,0.8442,0.9377,Normal
34,0.4891,0.9167,24,2,0,0.9167,0.9717,0.9387,Normal
35,0.4608,0.4,40,24,0,0.4,0.8736,0.5895,Grayhole
36,0.5617,0.92,25,2,0,0.92,0.7442,0.8497,Normal
37,0.21,0.9667,30,1,0,0.9667,0.8475,0.919,Normal
38,0.3002,0.92,25,2,0,0.92,0.7275,0.843,Normal
39,0.5145,0.9744,39,1,0,0.9744,0.8352,0.9187,Normal
40,0.4442,1.0,24,0,0,1.0,0.8287,0.9315,Normal
41,0.5821,0.92,25,2,0,0.92,0.8511,0.8925,Normal
42,0.3703,1.0,20,0,0,1.0,0.6944,0.8778,Normal
43,0.3565,0.9524,21,1,0,0.9524,0.7364,0.866,Normal
44,0.5116,1.0,23,0,0,1.0,0.8697,0.9479,Normal
45,0.5828,1.0,33,0,0,1.0,0.8451,0.938,Normal
46,0.3112,1.0,20,0,0,1.0,0.7046,0.8818,Normal
47,0.5816,0.9394,33,2,0,0.9394,0.7245,0.8534,Normal
48,0.0,0.7963,108,22,0,0.7963,0.8665,0.8244,DoS
49,0.4891,0.9677,31,1,0,0.9677,0.84,0.9166,Normal
50,0.2484,0.9048,21,2,0,0.9048,0.8475,0.8818,Normal
51,0.5198,0.0,29,29,0,0.0,0.88,0.352,Blackhole
52,0.4388,0.9565,23,1,0,0.9565,0.9,0.9339,Normal
53,0.5171,1.0,24,0,0,1.0,0.6697,0.8679,Normal
54,0.6191,0.9667,30,1,0,0.9667,0.8338,0.9135,Normal
55,0.2793,0.5455,33,15,0,0.5455,0.7793,0.639,Grayhole
56,0.0,0.8952,105,11,0,0.8952,0.7776,0.8482,DoS
57,0.5722,0.9722,36,1,0,0.9722,0.755,0.8853,Normal
58,0.3593,0.9643,28,1,0,0.9643,0.845,0.9166,Normal
59,0.5699,0.0,28,28,0,0.0,0.7524,0.3009,Blackhole
60,0.587,0.0,23,23,0,0.0,0.7317,0.2927,Blackhole
61,0.5807,0.92,25,2,0,0.92,0.8399,0.888,Normal
62,0.2122,0.9714,35,1,0,0.9714,0.9508,0.9632,Normal
63,0.3419,0.5484,31,14,0,0.5484,0.8855,0.6832,Grayhole
64,0.598,0.0,23,23,0,0.0,0.794,0.3176,Blackhole
65,0.4869,0.9737,38,1,0,0.9737,0.7629,0.8894,Normal
66,0.6463,0.9655,29,1,0,0.9655,0.7215,0.8679,Normal
67,0.3366,0.4474,38,21,0,0.4474,0.8601,0.6125,Grayhole
68,0.6193,0.0,22,22,0,0.0,0.7682,0.3073,Blackhole
69,0.4867,0.9524,21,1,0,0.9524,0.8307,0.9037,Normal
70,0.3514,0.973,37,1,0,0.973,0.8585,0.9272,Normal
71,0.2744,0.9412,34,2,0,0.9412,0.8753,0.9148,Normal
72,0.4076,1.0,36,0,0,1.0,0.8627,0.9451,Normal
73,0.2984,0.975,40,1,0,0.975,0.7457,0.8833,Normal
74,0.2254,0.9412,34,2,0,0.9412,0.6603,0.8288,Normal
75,0.4972,0.9394,33,2,0,0.9394,0.8346,0.8975,Normal
76,0.0,0.5143,35,17,0,0.5143,0.7905,0.6248,Grayhole
77,0.5925,1.0,25,0,0,1.0,0.8175,0.927,Normal
78,0.0,0.9688,96,3,0,0.9688,0.8191,0.9089,DoS
79,0.5861,0.9355,31,2,0,0.9355,0.7859,0.8756,Normal
80,2.4793,0.8214,112,20,0,0.8214,0.8262,0.8233,DoS
81,2.7627,0.9204,113,9,0,0.9204,0.8331,0.8855,DoS
82,0.3411,0.92,25,2,0,0.92,0.8652,0.8981,Normal
83,0.1626,0.45,20,11,0,0.45,0.7071,0.5529,Grayhole
84,0.0,0.96,100,4,0,0.96,0.7591,0.8796,DoS
85,0.4778,0.9688,32,1,0,0.9688,0.9629,0.9664,Normal
86,0.0,0.5429,35,16,0,0.5429,0.7087,0.6092,Grayhole
87,0.0,0.9009,111,11,0,0.9009,0.8583,0.8839,DoS
88,0.6932,0.9048,21,2,0,0.9048,0.7694,0.8506,Normal
89,6.8592,0.875,120,15,0,0.875,0.9398,0.9009,DoS
90,0.328,0.973,37,1,0,0.973,0.8564,0.9263,Normal
91,0.736,0.0,21,21,0,0.0,0.9206,0.3682,Blackhole
92,0.2688,1.0,35,0,0,1.0,0.7732,0.9093,Normal
93,0.5042,0.0,25,25,0,0.0,0.8005,0.3202,Blackhole
94,0.574,0.9375,32,2,0,0.9375,0.7449,0.8605,Normal
95,0.5137,0.0,39,39,0,0.0,0.8106,0.3242,Blackhole
96,0.6174,1.0,28,0,0,1.0,0.8464,0.9386,Normal
97,0.4419,0.931,29,2,0,0.931,0.9147,0.9245,Normal
98,0.0,0.4722,36,19,0,0.4722,0.7797,0.5952,Grayhole
99,0.4684,0.9231,26,2,0,0.9231,0.7762,0.8643,Normal
0,0.2605,0.4688,32,17,0,0.4688,0.9646,0.6671,Grayhole
1,0.3661,0.9231,26,2,0,0.9231,0.8155,0.8801,Normal
2,0.5827,0.9615,26,1,0,0.9615,0.7967,0.8956,Normal
3,0.0692,0.5,26,13,0,0.5,0.8279,0.6312,Grayhole
4,0.5199,0.9744,39,1,0,0.9744,0.9107,0.9489,Normal
5,0.3665,0.9474,38,2,0,0.9474,0.6565,0.831,Normal
6,0.5441,0.9677,31,1,0,0.9677,0.9737,0.9701,Normal
7,0.5671,0.9737,38,1,0,0.9737,0.737,0.879,Normal
8,0.4607,0.931,29,2,0,0.931,0.9317,0.9313,Normal
9,0.4584,1.0,27,0,0,1.0,0.8861,0.9544,Normal
10,0.4297,0.9375,32,2,0,0.9375,0.8263,0.893,Normal
11,0.3442,0.4286,21,12,0,0.4286,0.8466,0.5958,Grayhole
12,0.6697,1.0,23,0,0,1.0,0.8969,0.9588,Normal
13,0.6425,0.9545,22,1,0,0.9545,0.8017,0.8934,Normal
14,0.7135,0.0,35,35,0,0.0,0.8159,0.3264,Blackhole
15,4.1299,0.9746,118,3,0,0.9746,0.8951,0.9428,DoS
16,0.4715,0.9091,22,2,0,0.9091,0.8143,0.8712,Normal
17,0.2982,1.0,31,0,0,1.0,0.8302,0.9321,Normal
18,0.5197,1.0,27,0,0,1.0,0.7533,0.9013,Normal
19,0.2165,0.973,37,1,0,0.973,0.9514,0.9644,Normal
20,0.5969,0.975,40,1,0,0.975,0.6818,0.8577,Normal
21,0.2877,0.9286,28,2,0,0.9286,0.7269,0.8479,Normal
22,0.0,0.8417,120,19,0,0.8417,0.8607,0.8493,DoS
23,0.2279,1.0,30,0,0,1.0,0.7629,0.9052,Normal
24,0.3983,0.9714,35,1,0,0.9714,0.8904,0.939,Normal
25,0.2012,0.9722,36,1,0,0.9722,0.8236,0.9128,Normal
26,0.3727,0.9048,21,2,0,0.9048,0.8025,0.8639,Normal
27,0.0,0.9505,101,5,0,0.9505,0.9282,0.9416,DoS
28,0.0303,0.5758,33,14,0,0.5758,0.8443,0.6832,Grayhole
29,0.0,0.8158,114,21,0,0.8158,0.7337,0.783,DoS
30,0.5383,0.9167,24,2,0,0.9167,0.7799,0.862,Normal
31,4.7457,0.8319,119,20,0,0.8319,0.845,0.8372,DoS
32,0.0,0.5,26,13,0,0.5,0.7782,0.6113,Grayhole
33,0.4685,0.9429,35,2,0,0.9429,0.8109,0.8901,Normal
34,0.5459,0.9487,39,2,0,0.9487,0.8356,0.9035,Normal
35,0.6522,0.95,40,2,0,0.95,0.8635,0.9154,Normal
36,0.0,0.44,25,14,0,0.44,0.8161,0.5905,Grayhole
37,0.3884,0.913,23,2,0,0.913,0.8798,0.8997,Normal
38,0.4845,0.9091,22,2,0,0.9091,0.7677,0.8525,Normal
39,0.4838,0.9459,37,2,0,0.9459,0.6879,0.8427,Normal
40,0.6325,0.9459,37,2,0,0.9459,0.8506,0.9078,Normal
41,0.0,0.8182,99,18,0,0.8182,0.7091,0.7746,DoS
42,0.2338,0.975,40,1,0,0.975,0.8983,0.9443,Normal
43,0.0,0.5714,28,12,0,0.5714,0.8322,0.6758,Grayhole
44,0.6473,0.9412,34,2,0,0.9412,0.9692,0.9524,Normal
45,0.2108,0.4167,36,21,0,0.4167,0.8894,0.6058,Grayhole
46,0.3781,0.9259,27,2,0,0.9259,0.7931,0.8728,Normal
47,0.561,0.9487,39,2,0,0.9487,0.8251,0.8993,Normal
48,0.4379,0.96,25,1,0,0.96,0.8349,0.91,Normal
49,0.4217,1.0,23,0,0,1.0,0.8347,0.9339,Normal
50,0.5268,0.0,33,33,0,0.0,0.8368,0.3347,Blackhole
51,0.4649,1.0,32,0,0,1.0,0.7828,0.9131,Normal
52,0.4285,0.9744,39,1,0,0.9744,0.9662,0.9711,Normal
53,0.6673,0.0,25,25,0,0.0,0.8122,0.3249,Blackhole
54,0.5068,0.913,23,2,0,0.913,0.8378,0.883,Normal
55,0.6608,1.0,28,0,0,1.0,0.8542,0.9417,Normal
56,0.496,0.9487,39,2,0,0.9487,0.9304,0.9414,Normal
57,0.6197,0.963,27,1,0,0.963,0.7616,0.8824,Normal
58,0.7891,0.0,25,25,0,0.0,0.7695,0.3078,Blackhole
59,0.5568,0.0,40,40,0,0.0,0.9052,0.3621,Blackhole
60,1.7362,0.9151,106,9,0,0.9151,0.7899,0.865,DoS
61,0.2247,0.9333,30,2,0,0.9333,0.8028,0.8811,Normal
62,0.7599,0.0,26,26,0,0.0,0.8463,0.3385,Blackhole
63,0.6695,0.9429,35,2,0,0.9429,0.9086,0.9292,Normal
64,0.6013,1.0,40,0,0,1.0,0.8085,0.9234,Normal
65,0.3127,1.0,20,0,0,1.0,0.8403,0.9361,Normal
66,0.5374,0.9524,21,1,0,0.9524,0.8201,0.8995,Normal
67,0.6893,0.9286,28,2,0,0.9286,0.8264,0.8877,Normal
68,0.0,0.9778,90,2,0,0.9778,0.8279,0.9178,DoS
69,0.3104,0.4167,36,21,0,0.4167,0.7572,0.5529,Grayhole
70,0.5825,0.9706,34,1,0,0.9706,0.9185,0.9498,Normal
71,0.2594,1.0,36,0,0,1.0,0.7936,0.9175,Normal
72,0.0,0.9576,118,5,0,0.9576,0.6831,0.8478,DoS
73,0.2591,1.0,27,0,0,1.0,0.7951,0.918,Normal
74,0.5334,0.0,23,23,0,0.0,0.8555,0.3422,Blackhole
75,0.5694,1.0,23,0,0,1.0,0.803,0.9212,Normal
76,0.6205,0.9667,30,1,0,0.9667,0.7752,0.8901,Normal
77,0.483,0.9231,26,2,0,0.9231,0.6765,0.8244,Normal
78,0.6653,0.95,20,1,0,0.95,0.7469,0.8688,Normal
79,0.3343,0.9744,39,1,0,0.9744,0.8901,0.9407,Normal
80,0.316,0.9545,22,1,0,0.9545,0.8651,0.9188,Normal
81,0.566,1.0,26,0,0,1.0,0.7798,0.9119,Normal
82,0.2463,0.9737,38,1,0,0.9737,0.7077,0.8673,Normal
83,0.4069,0.9545,22,1,0,0.9545,0.8386,0.9082,Normal
84,0.3072,0.9545,22,1,0,0.9545,0.9571,0.9555,Normal
85,0.7029,0.0,33,33,0,0.0,0.8563,0.3425,Blackhole
86,0.0027,0.5,36,18,0,0.5,0.8289,0.6316,Grayhole
87,0.6063,0.0,32,32,0,0.0,0.8465,0.3386,Blackhole
88,0.4288,1.0,30,0,0,1.0,0.8625,0.945,Normal
89,0.4593,0.9524,21,1,0,0.9524,0.8217,0.9001,Normal
90,0.6604,0.9091,22,2,0,0.9091,0.9312,0.9179,Normal
91,2.2958,0.8043,92,18,0,0.8043,0.7061,0.7651,DoS
92,0.6279,1.0,28,0,0,1.0,0.6695,0.8678,Normal
93,0.6724,0.0,34,34,0,0.0,0.8978,0.3591,Blackhole
94,0.431,0.9655,29,1,0,0.9655,0.768,0.8865,Normal
95,0.6547,1.0,36,0,0,1.0,0.8915,0.9566,Normal
96,0.5207,1.0,23,0,0,1.0,0.7042,0.8817,Normal
97,0.466,0.92,25,2,0,0.92,0.7527,0.8531,Normal
98,0.326,0.9444,36,2,0,0.9444,0.7566,0.8693,Normal
99,0.3046,0.975,40,1,0,0.975,0.8594,0.9288,Normal
0,0.0,0.3929,28,17,0,0.3929,0.9749,0.6257,Grayhole
1,0.4015,0.9487,39,2,0,0.9487,0.845,0.9072,Normal
2,0.4502,0.5,24,12,0,0.5,0.83,0.632,Grayhole
3,0.3035,0.9444,36,2,0,0.9444,0.8648,0.9126,Normal
4,0.3237,1.0,28,0,0,1.0,0.8086,0.9234,Normal
5,0.5682,0.9655,29,1,0,0.9655,0.9652,0.9654,Normal
6,0.609,0.0,37,37,0,0.0,0.7869,0.3148,Blackhole
7,0.4413,0.9474,38,2,0,0.9474,0.9323,0.9413,Normal
8,0.4176,0.931,29,2,0,0.931,0.7395,0.8544,Normal
9,0.2463,1.0,26,0,0,1.0,0.9651,0.986,Normal
10,0.4808,0.9355,31,2,0,0.9355,0.8553,0.9034,Normal
11,0.4688,0.975,40,1,0,0.975,0.8012,0.9055,Normal
12,0.2404,1.0,24,0,0,1.0,0.8176,0.927,Normal
13,0.6987,0.9714,35,1,0,0.9714,0.8068,0.9056,Normal
14,0.7971,0.0,22,22,0,0.0,0.7808,0.3123,Blackhole
15,0.3159,1.0,21,0,0,1.0,0.8141,0.9256,Normal
16,0.6494,0.9722,36,1,0,0.9722,0.6899,0.8593,Normal
17,0.2928,0.9459,37,2,0,0.9459,0.8913,0.9241,Normal
18,0.3497,1.0,36,0,0,1.0,0.7251,0.89,Normal
19,0.6821,0.9394,33,2,0,0.9394,0.8282,0.8949,Normal
20,0.6077,0.0,36,36,0,0.0,0.8679,0.3472,Blackhole
21,0.2589,0.975,40,1,0,0.975,0.8281,0.9162,Normal
22,0.4054,0.9459,37,2,0,0.9459,0.7692,0.8753,Normal
23,0.3566,0.9744,39,1,0,0.9744,0.7586,0.8881,Normal
24,5.8009,0.8265,98,17,0,0.8265,0.6181,0.7431,DoS
25,0.7229,0.0,30,30,0,0.0,0.8029,0.3212,Blackhole
26,0.4141,0.9286,28,2,0,0.9286,0.7905,0.8733,Normal
27,0.5623,0.9048,21,2,0,0.9048,0.8584,0.8862,Normal
28,0.477,0.9565,23,1,0,0.9565,0.8721,0.9228,Normal
29,0.1364,0.3846,26,16,0,0.3846,0.7992,0.5505,Grayhole
30,0.3969,1.0,34,0,0,1.0,0.7536,0.9014,Normal
31,0.334,0.9375,32,2,0,0.9375,0.9605,0.9467,Normal
32,7.2967,0.8646,96,13,0,0.8646,0.8551,0.8608,DoS
33,0.2617,1.0,28,0,0,1.0,0.9035,0.9614,Normal
34,0.3325,0.9737,38,1,0,0.9737,0.9626,0.9693,Normal
35,0.6907,0.931,29,2,0,0.931,0.7781,0.8699,Normal
36,0.5636,0.9583,24,1,0,0.9583,0.9306,0.9473,Normal
37,1.3773,0.957,93,4,0,0.957,0.7637,0.8797,DoS
38,0.392,0.4,30,18,0,0.4,0.85,0.58,Grayhole
39,0.5087,0.9048,21,2,0,0.9048,0.8523,0.8838,Normal
40,0.217,0.9091,22,2,0,0.9091,0.7976,0.8645,Normal
41,0.2314,1.0,27,0,0,1.0,0.7386,0.8954,Normal
42,0.0,0.9688,96,3,0,0.9688,0.8388,0.9168,DoS
43,0.4531,0.9048,21,2,0,0.9048,0.8309,0.8752,Normal
44,0.583,0.0,21,21,0,0.0,0.8645,0.3458,Blackhole
45,0.5441,0.0,36,36,0,0.0,0.8692,0.3477,Blackhole
46,0.6646,0.0,32,32,0,0.0,0.8481,0.3392,Blackhole
47,0.2632,1.0,20,0,0,1.0,0.8842,0.9537,Normal
48,0.4606,0.963,27,1,0,0.963,0.6907,0.8541,Normal
49,0.3343,1.0,31,0,0,1.0,0.7649,0.906,Normal
50,0.1755,0.6,25,10,0,0.6,0.7453,0.6581,Grayhole
51,0.5528,1.0,40,0,0,1.0,0.8113,0.9245,Normal
52,0.6128,1.0,40,0,0,1.0,0.7612,0.9045,Normal
53,0.0372,0.3704,27,17,0,0.3704,0.8111,0.5467,Grayhole
54,0.4009,0.9583,24,1,0,0.9583,0.7685,0.8824,Normal
55,0.5398,0.963,27,1,0,0.963,0.6785,0.8492,Normal
56,0.2205,0.95,20,1,0,0.95,0.805,0.892,Normal
57,0.2942,0.9048,21,2,0,0.9048,0.8508,0.8832,Normal
58,0.6451,1.0,22,0,0,1.0,0.805,0.922,Normal
59,0.2387,0.9677,31,1,0,0.9677,0.7593,0.8844,Normal
60,0.7578,0.0,37,37,0,0.0,0.8376,0.335,Blackhole
61,0.281,1.0,29,0,0,1.0,0.8297,0.9319,Normal
62,0.3454,0.5455,22,10,0,0.5455,0.7658,0.6336,Grayhole
63,0.3824,1.0,27,0,0,1.0,0.7155,0.8862,Normal
64,0.2071,1.0,27,0,0,1.0,0.8369,0.9347,Normal
65,0.5258,0.9545,22,1,0,0.9545,0.827,0.9035,Normal
66,0.5016,0.931,29,2,0,0.931,0.8018,0.8793,Normal
67,0.6642,0.9697,33,1,0,0.9697,0.6051,0.8238,Normal
68,0.7266,0.0,20,20,0,0.0,0.8352,0.3341,Blackhole
69,0.0,0.9664,119,4,0,0.9664,0.7594,0.8836,DoS
70,0.667,1.0,35,0,0,1.0,0.8784,0.9513,Normal
71,0.4357,1.0,28,0,0,1.0,0.7925,0.917,Normal
72,0.2048,0.96,25,1,0,0.96,0.8007,0.8963,Normal
73,0.3636,0.9048,21,2,0,0.9048,0.8526,0.8839,Normal
74,6.0669,1.0,108,0,0,1.0,0.87,0.948,DoS
75,0.3168,0.6,30,12,0,0.6,0.7268,0.6507,Grayhole
76,0.7033,0.0,33,33,0,0.0,0.8529,0.3412,Blackhole
77,0.4885,0.9524,21,1,0,0.9524,0.8215,0.9,Normal
78,0.0,0.8729,118,15,0,0.8729,0.7587,0.8272,DoS
79,0.2008,0.9259,27,2,0,0.9259,0.8224,0.8845,Normal
80,0.4886,0.9688,32,1,0,0.9688,0.7855,0.8955,Normal
81,0.0,0.7944,107,22,0,0.7944,0.7534,0.778,DoS
82,0.2646,0.9394,33,2,0,0.9394,0.9346,0.9375,Normal
83,0.3916,0.9286,28,2,0,0.9286,0.8325,0.8901,Normal
84,0.6812,0.9429,35,2,0,0.9429,0.7832,0.879,Normal
85,0.632,1.0,20,0,0,1.0,0.8201,0.9281,Normal
86,0.6342,0.963,27,1,0,0.963,0.7477,0.8769,Normal
87,0.4135,0.9231,26,2,0,0.9231,0.6986,0.8333,Normal
88,0.3909,1.0,38,0,0,1.0,0.8517,0.9407,Normal
89,0.0,0.9537,108,5,0,0.9537,0.8128,0.8973,DoS
90,0.2702,0.9677,31,1,0,0.9677,0.8519,0.9214,Normal
91,0.0,0.4,25,15,0,0.4,0.8346,0.5738,Grayhole
92,0.3622,0.9286,28,2,0,0.9286,0.8993,0.9169,Normal
93,0.5696,0.975,40,1,0,0.975,0.9049,0.947,Normal
94,0.0504,0.4474,38,21,0,0.4474,0.7005,0.5486,Grayhole
95,1.6368,0.981,105,2,0,0.981,0.7114,0.8731,DoS
96,0.6415,1.0,34,0,0,1.0,0.8555,0.9422,Normal
97,0.476,1.0,38,0,0,1.0,0.7664,0.9066,Normal
98,0.428,1.0,34,0,0,1.0,0.7853,0.9141,Normal
99,0.3288,0.9474,38,2,0,0.9474,0.7956,0.8867,Normal
0,0.4314,1.0,27,0,0,1.0,0.8518,0.9407,Normal
1,0.5675,0.9565,23,1,0,0.9565,0.8567,0.9166,Normal
2,0.2521,0.95,20,1,0,0.95,0.8056,0.8922,Normal
3,0.2586,1.0,38,0,0,1.0,0.7889,0.9156,Normal
4,0.5528,1.0,28,0,0,1.0,0.902,0.9608,Normal
5,0.0,0.4324,37,21,0,0.4324,0.9116,0.6241,Grayhole
6,0.2173,0.9048,21,2,0,0.9048,0.8751,0.8929,Normal
7,3.9784,0.902,102,10,0,0.902,0.8871,0.896,DoS
8,0.3759,1.0,23,0,0,1.0,0.8865,0.9546,Normal
9,0.69,1.0,21,0,0,1.0,0.8788,0.9515,Normal
10,0.6012,0.0,36,36,0,0.0,0.8722,0.3489,Blackhole
11,0.6314,0.9167,24,2,0,0.9167,0.8935,0.9074,Normal
12,0.3569,1.0,37,0,0,1.0,0.6326,0.853,Normal
13,0.6904,0.9259,27,2,0,0.9259,0.583,0.7887,Normal
14,0.5462,0.92,25,2,0,0.92,0.8264,0.8826,Normal
15,0.0,0.8257,109,19,0,0.8257,0.8364,0.83,DoS
16,0.4631,1.0,35,0,0,1.0,0.8434,0.9373,Normal
17,0.5151,0.9714,35,1,0,0.9714,0.8934,0.9402,Normal
18,0.6811,1.0,20,0,0,1.0,0.7984,0.9194,Normal
19,0.5919,0.931,29,2,0,0.931,0.865,0.9046,Normal
20,0.6296,1.0,27,0,0,1.0,0.9405,0.9762,Normal
21,0.2446,0.9615,26,1,0,0.9615,0.8051,0.899,Normal
22,0.4912,0.9259,27,2,0,0.9259,0.8483,0.8949,Normal
23,0.7505,0.0,24,24,0,0.0,0.8731,0.3492,Blackhole
24,0.2978,0.9524,21,1,0,0.9524,0.6504,0.8316,Normal
25,0.3532,0.9375,32,2,0,0.9375,0.8274,0.8935,Normal
26,0.2115,0.96,25,1,0,0.96,0.7323,0.8689,Normal
27,0.3124,0.9583,24,1,0,0.9583,0.5765,0.8056,Normal
28,0.4148,0.9394,33,2,0,0.9394,0.8355,0.8978,Normal
29,0.2938,0.9487,39,2,0,0.9487,0.8541,0.9109,Normal
30,0.5887,0.9091,22,2,0,0.9091,0.8435,0.8828,Normal
31,0.2951,1.0,28,0,0,1.0,0.9144,0.9658,Normal
32,0.0,0.8583,120,17,0,0.8583,0.9689,0.9025,DoS
33,0.4469,0.9259,27,2,0,0.9259,0.6921,0.8324,Normal
34,0.4521,0.5588,34,15,0,0.5588,0.7914,0.6519,Grayhole
35,0.4781,0.95,20,1,0,0.95,0.8299,0.902,Normal
36,0.6976,1.0,20,0,0,1.0,0.7013,0.8805,Normal
37,0.669,0.9394,33,2,0,0.9394,0.8615,0.9082,Normal
38,0.4325,0.913,23,2,0,0.913,0.7767,0.8585,Normal
39,0.2633,1.0,20,0,0,1.0,0.7227,0.8891,Normal
40,2.8648,0.9898,98,1,0,0.9898,0.8353,0.928,DoS
41,0.0,0.5714,21,9,0,0.5714,0.7621,0.6477,Grayhole
42,0.0603,0.3793,29,18,0,0.3793,0.7443,0.5253,Grayhole
43,12.5597,0.9381,97,6,0,0.9381,0.8358,0.8972,DoS
44,0.397,0.9487,39,2,0,0.9487,0.7875,0.8842,Normal
45,0.5076,0.975,40,1,0,0.975,0.6833,0.8583,Normal
46,0.315,0.9737,38,1,0,0.9737,0.8755,0.9344,Normal
47,0.3794,0.9487,39,2,0,0.9487,0.848,0.9084,Normal
48,0.4032,0.9167,24,2,0,0.9167,0.8221,0.8788,Normal
49,0.4088,1.0,31,0,0,1.0,0.8865,0.9546,Normal
50,0.2867,1.0,35,0,0,1.0,0.7649,0.906,Normal
51,0.5942,0.9459,37,2,0,0.9459,0.8364,0.9021,Normal
52,0.3826,1.0,33,0,0,1.0,0.7348,0.8939,Normal
53,0.709,0.0,34,34,0,0.0,0.9052,0.3621,Blackhole
54,0.4112,1.0,24,0,0,1.0,0.8415,0.9366,Normal
55,0.0,0.9785,93,2,0,0.9785,0.7615,0.8917,DoS
56,0.5122,1.0,35,0,0,1.0,0.9405,0.9762,Normal
57,0.5227,0.9545,22,1,0,0.9545,0.9002,0.9328,Normal
58,0.3995,1.0,27,0,0,1.0,0.8382,0.9353,Normal
59,0.589,0.0,30,30,0,0.0,0.8406,0.3362,Blackhole
60,0.6149,0.0,37,37,0,0.0,0.7682,0.3073,Blackhole
61,0.2288,1.0,38,0,0,1.0,0.8559,0.9424,Normal
62,0.5806,1.0,35,0,0,1.0,0.8254,0.9302,Normal
63,0.2048,0.95,20,1,0,0.95,0.7704,0.8782,Normal
64,0.4853,0.9091,22,2,0,0.9091,0.7601,0.8495,Normal
65,0.1032,0.5128,39,19,0,0.5128,0.8491,0.6473,Grayhole
66,0.5171,0.9474,38,2,0,0.9474,0.8151,0.8945,Normal
67,0.5166,0.9643,28,1,0,0.9643,0.8286,0.91,Normal
68,0.0,0.8644,118,16,0,0.8644,0.8694,0.8664,DoS
69,0.4549,0.9677,31,1,0,0.9677,0.8144,0.9064,Normal
